"","season","team","Clutch_Shots_Attempted","Clutch_Shots_Made","Clutch_FG_Percentage"
"2652",2022,"La Salle",24,4,16.7
"2653",2022,"Lipscomb",18,3,16.7
"2654",2022,"Milwaukee",18,3,16.7
"2655",2023,"California Baptist",24,4,16.7
"2656",2023,"Campbell",12,2,16.7
"2657",2024,"Cal State Fullerton",12,2,16.7
"2658",2024,"Marquette",24,4,16.7
"2659",2024,"Wisconsin",12,2,16.7
"2660",2023,"SMU",25,4,16
"2661",2024,"North Carolina",25,4,16
"2662",2022,"Gonzaga",19,3,15.8
"2663",2022,"Akron",13,2,15.4
"2664",2022,"Chicago State",13,2,15.4
"2665",2022,"Prairie View A&M",13,2,15.4
"2666",2022,"UNC Greensboro",13,2,15.4
"2667",2022,"USC",13,2,15.4
"2668",2023,"California",13,2,15.4
"2669",2023,"Texas A&M-Corpus Christi",13,2,15.4
"2670",2022,"Texas A&M-Corpus Christi",20,3,15
"2671",2024,"Elon",20,3,15
"2672",2021,"Arizona",7,1,14.3
"2673",2021,"Houston Christian",14,2,14.3
"2674",2021,"North Texas",14,2,14.3
"2675",2021,"Sam Houston",7,1,14.3
"2676",2021,"Siena",7,1,14.3
"2677",2021,"Towson",7,1,14.3
"2678",2022,"Nebraska",7,1,14.3
"2679",2022,"Old Dominion",14,2,14.3
"2680",2022,"Purdue Fort Wayne",14,2,14.3
"2681",2022,"St. Francis Brooklyn",14,2,14.3
"2682",2022,"UL Monroe",7,1,14.3
"2683",2022,"William & Mary",14,2,14.3
"2684",2023,"Cornell",7,1,14.3
"2685",2023,"Fairleigh Dickinson",7,1,14.3
"2686",2023,"LSU",7,1,14.3
"2687",2023,"Manhattan",21,3,14.3
"2688",2023,"New Mexico",14,2,14.3
"2689",2023,"UCF",14,2,14.3
"2690",2024,"Maryland-Eastern Shore",7,1,14.3
"2691",2024,"Northwestern",7,1,14.3
"2692",2024,"South Alabama",7,1,14.3
"2693",2024,"Utah Tech",7,1,14.3
"2694",2023,"UCLA",29,4,13.8
"2695",2024,"Nebraska",22,3,13.6
"2696",2021,"Long Island University",15,2,13.3
"2697",2022,"Utah Valley",15,2,13.3
"2698",2023,"Akron",15,2,13.3
"2699",2023,"Furman",15,2,13.3
"2700",2023,"Grand Canyon",15,2,13.3
"2701",2023,"Navy",15,2,13.3
"2702",2023,"Wichita State",15,2,13.3
"2703",2024,"Campbell",15,2,13.3
"2704",2024,"NC State",15,2,13.3
"2705",2024,"Northwestern State",15,2,13.3
"2706",2023,"Missouri State",23,3,13
"2707",2023,"Saint Mary's",23,3,13
"2708",2021,"Kansas State",16,2,12.5
"2709",2021,"Missouri",8,1,12.5
"2710",2021,"Pittsburgh",16,2,12.5
"2711",2023,"UC Davis",8,1,12.5
"2712",2023,"Virginia",8,1,12.5
"2713",2024,"Florida",24,3,12.5
"2714",2024,"Prairie View A&M",8,1,12.5
"2715",2024,"Xavier",8,1,12.5
"2716",2023,"Idaho State",17,2,11.8
"2717",2023,"Texas Southern",17,2,11.8
"2718",2024,"Mount St. Mary's",17,2,11.8
"2719",2024,"UNC Greensboro",17,2,11.8
"2720",2024,"Wright State",17,2,11.8
"2721",2021,"Delaware",9,1,11.1
"2722",2021,"Furman",9,1,11.1
"2723",2021,"Georgetown",9,1,11.1
"2724",2021,"Mississippi Valley State",9,1,11.1
"2725",2021,"St. John's",9,1,11.1
"2726",2021,"Youngstown State",9,1,11.1
"2727",2022,"Liberty",9,1,11.1
"2728",2022,"Michigan",9,1,11.1
"2729",2022,"North Texas",18,2,11.1
"2730",2023,"Jacksonville State",27,3,11.1
"2731",2023,"UC San Diego",9,1,11.1
"2732",2022,"Lamar",19,2,10.5
"2733",2021,"Alabama",10,1,10
"2734",2021,"Central Connecticut",10,1,10
"2735",2021,"South Carolina Upstate",10,1,10
"2736",2022,"Loyola Chicago",10,1,10
"2737",2022,"Wake Forest",10,1,10
"2738",2023,"Youngstown State",10,1,10
"2739",2024,"Butler",10,1,10
"2740",2024,"Weber State",10,1,10
"2741",2024,"Western Carolina",10,1,10
"2742",2023,"Sacred Heart",22,2,9.1
"2743",2024,"Middle Tennessee",11,1,9.1
"2744",2021,"Pepperdine",12,1,8.3
"2745",2022,"South Carolina",12,1,8.3
"2746",2022,"Southern Illinois",12,1,8.3
"2747",2022,"UNC Wilmington",12,1,8.3
"2748",2023,"Green Bay",12,1,8.3
"2749",2023,"Seton Hall",12,1,8.3
"2750",2023,"UMass Lowell",12,1,8.3
"2751",2024,"Arkansas",12,1,8.3
"2752",2024,"Evansville",12,1,8.3
"2753",2023,"Norfolk State",14,1,7.1
"2754",2023,"Tulane",14,1,7.1
"2755",2021,"Maine",15,1,6.7
"2756",2021,"South Carolina",15,1,6.7
"2757",2023,"Pacific",15,1,6.7
"2758",2024,"Utah Valley",15,1,6.7
"2759",2022,"Texas Southern",21,1,4.8
"2760",2021,"Alcorn State",3,0,0
"2761",2021,"Army",2,0,0
"2762",2021,"Baylor",10,0,0
"2763",2021,"Belmont Abbey",1,0,0
"2764",2021,"Boston University",1,0,0
"2765",2021,"California Baptist",1,0,0
"2766",2021,"Chicago State",1,0,0
"2767",2021,"Coppin State",4,0,0
"2768",2021,"East Texas Baptist",1,0,0
"2769",2021,"Florida Gulf Coast",2,0,0
"2770",2021,"Florida State",8,0,0
"2771",2021,"Houston",6,0,0
"2772",2021,"Lafayette",4,0,0
"2773",2021,"Loyola Maryland",2,0,0
"2774",2021,"Mississippi State",12,0,0
"2775",2021,"Monmouth",2,0,0
"2776",2021,"NC Pembroke",1,0,0
"2777",2021,"New Mexico",6,0,0
"2778",2021,"Pacific",6,0,0
"2779",2021,"Purdue Fort Wayne",4,0,0
"2780",2021,"SMU",9,0,0
"2781",2021,"San José State",2,0,0
"2782",2021,"Tennessee State",4,0,0
"2783",2021,"UMBC",4,0,0
"2784",2021,"UMass Lowell",4,0,0
"2785",2021,"UNC Wilmington",6,0,0
"2786",2021,"Utah",2,0,0
"2787",2021,"Vanderbilt",1,0,0
"2788",2021,"Vermont",1,0,0
"2789",2022,"Carroll (MT)",6,0,0
"2790",2022,"Coppin State",9,0,0
"2791",2022,"Emory & Henry",3,0,0
"2792",2022,"Florida Memorial",1,0,0
"2793",2022,"Illinois",1,0,0
"2794",2022,"Ole Miss",2,0,0
"2795",2022,"Wright State",2,0,0
"2796",2023,"Champion Christian College",3,0,0
"2797",2023,"Eastern Kentucky",4,0,0
"2798",2023,"Hartford",3,0,0
"2799",2023,"Park University Gilbert",1,0,0
"2800",2023,"San José State",9,0,0
"2801",2023,"South Dakota State",5,0,0
"2802",2023,"Stanford",14,0,0
"2803",2023,"Texas A&M-Texarkana",2,0,0
"2804",2023,"Texas Lutheran",2,0,0
"2805",2023,"Trevecca Nazarene",1,0,0
"2806",2023,"Tuskegee",3,0,0
"2807",2023,"Western Michigan",4,0,0
"2808",2023,"Wright State",4,0,0
"2809",2024,"Creighton",5,0,0
"2810",2024,"Davidson",5,0,0
"2811",2024,"Fisk",1,0,0
"2812",2024,"Florida Gulf Coast",3,0,0
"2813",2024,"Jackson State",1,0,0
"2814",2024,"Mayville St",1,0,0
"2815",2024,"North Dakota State",5,0,0
"2816",2024,"Pepperdine",2,0,0
"2817",2024,"Sacramento State",9,0,0
"2818",2024,"St. Edward's",1,0,0
"2819",2024,"St. Francis (PA)",5,0,0
"2820",2024,"Stonehill",4,0,0
"2821",2024,"Tennessee Southern",1,0,0
"2822",2024,"Wheeling",1,0,0
